Factory,DT,Trouble_Status,Oper_No,Trouble_Item,Description
ASEF3,"2025-7-9, 20:42",關閉比對,4730,關整台,4730#818  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-9, 22:27",自動化設備相關,4110,機台異常,
ASEF3,"2025-7-9, 23:19",過帳相關,3910,連線異常,"請協助消除 3910-801
5-ASQMDF-006-001
的作業記錄，謝謝"
ASEF3,"2025-7-9, 23:59",過帳相關,3910,連線異常,"3910-824 因讀取2D時FAIL，機台顯示產品已打印，實際產品未打印。
批號為 5-ARQMWA-006-001
目前當站EE已確認OK，煩請協助消除此條批號之作業紀錄，謝謝。"
ASEF3,"2025-7-10, 00:57",自動化設備相關,3450,機台異常,
ASEF3,"2025-7-10, 04:11",自動化設備相關,4110,機台異常,
ASEF3,"2025-7-10, 06:36",自動化設備相關,4110,機台異常,M7824)出料7無盤
ASEF3,"2025-7-10, 06:44",自動化設備相關,3260,偵測檢知異常,
ASEF1,"2025-7-10, 07:52",自動化設備相關,2500,機台異常,2500-A.  NG
ASEF3,"2025-7-10, 07:54",過帳相關,3910,連線異常,"消除作業紀錄，批號：
5-BRQMUK-006-004"
ASEF3,"2025-7-10, 08:00",過帳相關,3910,連線異常,"2D TIME OUT,協助清除雷射作業記錄
5-26UY0H-011-002"
ASEF3,"2025-7-10, 08:05",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-10, 08:05",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-10, 08:05",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-10, 08:06",關閉比對,4730,關整台,4730#809  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-10, 08:06",關閉比對,4730,關整台,4730#811 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-10, 08:06",關閉比對,4730,關整台,4730#818 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-10, 08:07",關閉比對,4730,關整台,4730#803  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-10, 08:07",關閉比對,4730,關整台,4730#652 AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-10, 08:07",關閉比對,4730,關整台,4730#822 AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-7-10, 08:15",關閉比對,4805,關整台,
ASEF3,"2025-7-10, 11:17",關閉比對,4730,關整台,4730#820 AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-7-10, 12:29",自動化設備相關,2715,卡盒卡盤,ＮＧ
ASEF1,"2025-7-10, 12:41",自動化設備相關,2715,過壓防撞,
ASEF1,"2025-7-10, 13:22",自動化設備相關,2715,過壓防撞,
ASEF1,"2025-7-10, 13:22",自動化設備相關,2500,機台異常,
ASEF1,"2025-7-10, 13:23",自動化程式相關,4600,程式更新,請協助幫忙 (K21758)開通 MES Center & Web Report 功能
ASEF1,"2025-7-10, 13:25",自動化程式相關,4600,程式更新,請協助幫忙 (K21758)開通 Web Report  &  MFG Dashboard 功能
ASEF1,"2025-7-10, 13:38",過帳相關,3910,無法過帳,"3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-27IETL-001-002，謝謝。"
ASEF3,"2025-7-10, 14:09",過帳相關,3910,無法過帳,讀取2D逾時，請協助刪除批號5-ARQMH1-006-001的作業記錄，謝謝
ASEF1,"2025-7-10, 17:46",關閉比對,4805,By批號,"PE 指示 Leading Lot 測試過帳
針對19TZXNB001  By 母批設定  5305 關閉最小工時。"
ASEF1,"2025-7-10, 19:42",關閉比對,2945,關整台,
ASEF3,"2025-7-10, 19:54",自動化設備相關,3260,機台異常,
ASEF1,"2025-7-10, 20:10",關閉比對,4805,關整台,
ASEF3,"2025-7-11, 02:39",自動化設備相關,3450,機台異常,
ASEF3,"2025-7-11, 02:53",自動化設備相關,4110,機台異常,M7789)烤箱STAGE42異常-烘烤中強制中斷
ASEF3,"2025-7-11, 03:46",過帳相關,3910,參數比對異常,"5-ARQMYC-009-002
消除作業記錄"
ASEF3,"2025-7-11, 04:11",自動化設備相關,4110,默停,
ASEF3,"2025-7-11, 05:44",自動化設備相關,3260,機台異常,
ASEF3,"2025-7-11, 05:50",過帳相關,3910,連線異常,"請協助刪除作業記錄
5-282KAY-008-009"
ASEF3,"2025-7-11, 07:50",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-11, 07:50",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 07:51",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 07:51",關閉比對,4730,關整台,4730#809  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 07:51",關閉比對,4730,關整台,4730#811 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 07:52",關閉比對,4730,關整台,4730#803  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 07:53",關閉比對,4730,關整台,4730#652  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 07:53",關閉比對,4730,關整台,4730#820  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 07:53",關閉比對,4730,關整台,4730#822  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-7-11, 08:11",過帳相關,2945,無法過帳,
ASEF1,"2025-7-11, 08:13",自動化設備相關,2500,機台異常,A LINE NG
ASEF1,"2025-7-11, 09:22",自動化設備相關,2500,卡盒卡盤,B LINE NG
ASEF1,"2025-7-11, 12:16",自動化設備相關,2500,卡盒卡盤,卡盒NG
ASEF3,"2025-7-11, 13:05",關閉比對,4730,關整台,4730#821  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF1,"2025-7-11, 13:06",自動化設備相關,2500,機台異常,B LINE NG
ASEF3,"2025-7-11, 14:02",自動化程式相關,3400,程式更新,"修改Config.INI設定，M01~M63(共63台)，DontRepairCode=1247,1249,1241,1242改成DontRepairCode="
ASEF1,"2025-7-11, 14:09",自動化設備相關,2715,機台異常,2715-A03 GG
ASEF3,"2025-7-11, 14:53",關閉比對,4730,關整台,4730#603  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF5,"2025-7-11, 15:08",過帳相關,4600,無法過帳,CAPACITY 容量為0 請幫忙改為 20
ASEF1,"2025-7-11, 15:12",自動化設備相關,2500,機台異常,B LINE GG
ASEF5,"2025-7-11, 15:26",過帳相關,4730,無法過帳,"TEL:12794
CAPACITY 容量為0 請幫忙改為 20"
ASEF5,"2025-7-11, 15:27",過帳相關,4730,無法過帳,"TEL :12794
CAPACITY 容量為0 請幫忙改為 20"
ASEF5,"2025-7-11, 15:29",過帳相關,4730,無法過帳,"TEL :12794
CAPACITY 容量為0 請幫忙改為 20"
ASEF5,"2025-7-11, 15:29",過帳相關,4800,無法過帳,"TEL :12794
CAPACITY 容量為0 請幫忙改為 20"
ASEF3,"2025-7-11, 15:38",過帳相關,3910,連線異常,"3910-801 讀取2D後，發生系統回傳比對timeout，導致該條未正印
請幫忙清除該條產品打印紀錄
批號為 5-26UY7LB028-004"
ASEF1,"2025-7-11, 17:37",過帳相關,3910,參數比對異常,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-27IESY-002-005，謝謝。"
ASEF3,"2025-7-11, 18:17",過帳相關,3910,連線異常,2D TIME OUT 請消除 5-282KWD-017-005 / 5-282KWD-017-006 作業紀錄，共 2 條，謝謝
ASEF3,"2025-7-11, 20:03",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-11, 20:04",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:04",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:04",關閉比對,4730,關整台,4730#809  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:05",關閉比對,4730,關整台,4730#811 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:05",關閉比對,4730,關整台,4730#803  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:05",關閉比對,4730,關整台,4730#652  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:06",關閉比對,4730,關整台,4730#820  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:06",關閉比對,4730,關整台,4730#603  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-11, 20:52",自動化設備相關,4110,機台異常,M7824)出料7無盤
ASEF3,"2025-7-11, 21:40",過帳相關,4110,無法過帳,
ASEF3,"2025-7-11, 21:52",過帳相關,4110,無法過帳,
ASEF3,"2025-7-11, 22:01",過帳相關,4110,無法過帳,
ASEF3,"2025-7-11, 22:19",自動化設備相關,4110,機台異常,M7824)出料7無盤
ASEF1,"2025-7-12, 02:59",過帳相關,3910,連線異常,"3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-27IET0-002-010，謝謝。"
ASEF3,"2025-7-12, 03:21",自動化設備相關,3260,過壓防撞,
ASEF1,"2025-7-12, 07:32",自動化設備相關,2500,機台異常,B LINE NG
ASEF3,"2025-7-12, 07:54",關閉比對,4515,關整台,4515#651 需過帳4554站點，請協助關閉防漏洗功能
ASEF3,"2025-7-12, 07:54",關閉比對,4730,關整台,4730#810  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-12, 07:57",關閉比對,4730,關整台,4730#816  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-12, 07:58",關閉比對,4730,關整台,4730#809  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-12, 07:58",關閉比對,4730,關整台,4730#811 AI PROFILE 異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
ASEF3,"2025-7-12, 07:58",關閉比對,4730,關整台,4730#803  AI PROFILE異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE
