廠別,棟別,樓層,站點,MachID,問題分類,問題描述,問題子分類,報案時間
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/10/25 下午 11:58:51
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/10/25 下午 11:34:26
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/10/25 下午 11:02:47
ASEF1,K22,8F,2900,A66F,過帳相關,EAP Time Out,連線異常,2025/10/25 下午 10:48:03
ASEF3,K25,8F,2845,803,自動化設備相關,,卡盒卡盤,2025/10/25 下午 10:29:57
ASEF3,K25,8F,2890,ALL,自動化設備相關,,卡盒卡盤,2025/10/25 下午 10:28:26
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/10/25 下午 09:50:37
ASEF3,K25,8F,3450,A801,自動化設備相關,,偵測檢知異常,2025/10/25 下午 09:38:41
ASEF3,K25,8F,3260,ALL,自動化設備相關,,偵測檢知異常,2025/10/25 下午 09:32:52
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/10/25 下午 09:27:50
ASEF1,K21,5F,3910,C01S,過帳相關,"Hello CIM：
3910-C01S 
請協助消除此2條批號之作業紀錄，批號為 5-42IEYP-001-009， 謝謝。",無法過帳,2025/10/25 下午 09:22:07
ASEF3,K25,9F,3910,9006,過帳相關,2D TIME OUT 請消除 5-MEQMXF-010-005作業紀錄。,連線異常,2025/10/25 下午 09:19:31
ASEF3,K25,8F,3260,ALL,自動化設備相關,,卡盒卡盤,2025/10/25 下午 09:12:36
ASEF3,K25,8F,3450,ALL,自動化設備相關,,默停,2025/10/25 下午 08:34:03
ASEF3,K25,9F,4730,9006,關閉比對,,關整台,2025/10/25 下午 08:14:47
ASEF3,K11,8F,3260,ALL,自動化設備相關,,機台異常,2025/10/25 下午 08:01:51
ASEF3,K25,8F,3450,ALL,自動化設備相關,,默停,2025/10/25 下午 07:43:04
ASEF1,K22,8F,2945,0380,關閉比對,2945-0380 為虛擬機台過帳使用，還請協助關閉比對，謝謝。,關整台,2025/10/25 下午 07:42:49
ASEF3,K25,9F,4730,9008,關閉比對,,關整台,2025/10/25 下午 07:37:04
ASEF3,K25,9F,4730,9007,關閉比對,,關整台,2025/10/25 下午 07:36:37
ASEF3,K25,9F,4730,9001,關閉比對,,關整台,2025/10/25 下午 07:35:58
ASEF3,K11,8F,3670,811,自動化設備相關,,機台異常,2025/10/25 上午 06:38:50
ASEF3,K11,8F,4507,803,自動化設備相關,,卡盒卡盤,2025/10/25 上午 05:39:44
ASEF3,K11,6F,4515,605,自動化設備相關,DIPPING 夾抓默停,默停,2025/10/25 上午 04:58:14
ASEF3,K11,6F,4600,604,自動化設備相關,unloader 手臂默停,默停,2025/10/25 上午 04:57:33
ASEF3,K11,8F,4507,804,自動化設備相關,,卡盒卡盤,2025/10/25 上午 04:55:57
ASEF1,K21,5F,3910,C01S,過帳相關,"Hello CIM：
3910-C01S 
請協助消除此2條批號之作業紀錄，批號為 5-42IEZ0-001-002， 謝謝。",無法過帳,2025/10/25 上午 04:14:00
ASEF1,K21,5F,3910,C01S,過帳相關,"Hello CIM：
3910-C01S 
請協助消除此2條批號之作業紀錄，批號為 5-42IEYX-001-003，5-42IEYX-001-004 謝謝。",參數比對異常,2025/10/25 上午 02:27:14
ASEF3,K25,8F,2845,803,自動化設備相關,,卡盒卡盤,2025/10/25 上午 02:18:03
ASEF1,K21,5F,3910,C01S,過帳相關,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-42IEYX-001-003，5-42IEYX-001-004 謝謝。",無法過帳,2025/10/25 上午 01:54:54
ASEF1,K21,5F,3910,C01S,過帳相關,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-42IEYX-001-004，5-42IEYX-001-003 謝謝。",無法過帳,2025/10/25 上午 01:39:14
ASEF3,K11,8F,4110,ALL,自動化設備相關,,機台異常,2025/10/24 下午 11:15:54
ASEF3,K25,8F,2845,801,自動化設備相關,天車塞車,命令異常,2025/10/24 下午 11:02:54
ASEF3,K11,7F,4730,820,關閉比對,4730#820  575L   AI PROFILE 最高溫異常， EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/10/24 下午 08:01:08
ASEF3,K11,6F,4730,605,關閉比對,4730#605 NOPNCSR-S-Q 最高溫異常  待工程師校正， 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/10/24 下午 08:00:46
ASEF3,K11,7F,4730,803,關閉比對,4730#803  264L  AI PROFILE   比對異常，工程師 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,關整台,2025/10/24 下午 08:00:25
